Territory,Year,Scenario,Connection,Type,Capacity(MW),AC/DC,Estimated/Confirmed,Installed/Decomissioned
Israel,1997,Historical Primary,Centralised,Cumulative,0.014,DC,Confirmed,Installed
Israel,1998,Historical Primary,Centralised,Cumulative,0.014,DC,Confirmed,Installed
Israel,1999,Historical Primary,Centralised,Cumulative,0.014,DC,Confirmed,Installed
Israel,2000,Historical Primary,Centralised,Cumulative,0.014,DC,Confirmed,Installed
Israel,2001,Historical Primary,Centralised,Cumulative,0.014,DC,Confirmed,Installed
Israel,2002,Historical Primary,Centralised,Cumulative,0.014,DC,Confirmed,Installed
Israel,2003,Historical Primary,Centralised,Cumulative,0.014,DC,Confirmed,Installed
Israel,2004,Historical Primary,Centralised,Cumulative,0.014,DC,Confirmed,Installed
Israel,2005,Historical Primary,Centralised,Cumulative,0.014,DC,Confirmed,Installed
Israel,2006,Historical Primary,Centralised,Cumulative,0.014,DC,Confirmed,Installed
Israel,2007,Historical Primary,Centralised,Cumulative,0.014,DC,Confirmed,Installed
Israel,2008,Historical Primary,Centralised,Cumulative,0.014,DC,Confirmed,Installed
Israel,2009,Historical Primary,Centralised,Cumulative,0.014,DC,Confirmed,Installed
Israel,2010,Historical Primary,Centralised,Cumulative,0.014,DC,Confirmed,Installed
Israel,2011,Historical Primary,Centralised,Cumulative,0.014,DC,Confirmed,Installed
Israel,2012,Historical Primary,Centralised,Cumulative,40.014,DC,Confirmed,Installed
Israel,2013,Historical Primary,Centralised,Cumulative,129.014,DC,Confirmed,Installed
Israel,2014,Historical Primary,Centralised,Cumulative,304.014,DC,Confirmed,Installed
Israel,2015,Historical Primary,Centralised,Cumulative,446.014,DC,Confirmed,Installed
Israel,2016,Historical Primary,Centralised,Cumulative,516.014,DC,Confirmed,Installed
Israel,2017,Historical Primary,Centralised,Cumulative,551.014,DC,Confirmed,Installed
Israel,2018,Historical Primary,Centralised,Cumulative,836.014,DC,Confirmed,Installed
Israel,2019,Historical Primary,Centralised,Cumulative,1105.014,DC,Confirmed,Installed
Israel,2020,Historical Primary,Centralised,Cumulative,1145.014,DC,Confirmed,Installed
Israel,2021,Historical Primary,Centralised,Cumulative,1412.014,DC,Confirmed,Installed
Israel,2022,Historical Primary,Centralised,Cumulative,1679.014,DC,Confirmed,Installed
Israel,2023,Historical Primary,Centralised,Cumulative,1999.014,DC,Confirmed,Installed
Israel,2024,Historical Primary,Centralised,Cumulative,1999.014,DC,Confirmed,Installed
Italy,1992,Historical Primary,Total,Cumulative,8.6,DC,Confirmed,Installed
Italy,1993,Historical Primary,Total,Cumulative,12.2,DC,Confirmed,Installed
Italy,1994,Historical Primary,Total,Cumulative,14.2,DC,Confirmed,Installed
Italy,1995,Historical Primary,Total,Cumulative,15.8,DC,Confirmed,Installed
Italy,1996,Historical Primary,Total,Cumulative,16.1,DC,Confirmed,Installed
Italy,1997,Historical Primary,Total,Cumulative,16.8,DC,Confirmed,Installed
Italy,1998,Historical Primary,Total,Cumulative,17.7,DC,Confirmed,Installed
Italy,1999,Historical Primary,Total,Cumulative,18.4,DC,Confirmed,Installed
Italy,2000,Historical Primary,Total,Cumulative,19,DC,Confirmed,Installed
Italy,2001,Historical Primary,Total,Cumulative,20,DC,Confirmed,Installed
Italy,2002,Historical Primary,Total,Cumulative,22,DC,Confirmed,Installed
Italy,2003,Historical Primary,Total,Cumulative,26,DC,Confirmed,Installed
Italy,2004,Historical Primary,Total,Cumulative,30.7,DC,Confirmed,Installed
Italy,2005,Historical Primary,Total,Cumulative,37.5,DC,Confirmed,Installed
Italy,2006,Historical Primary,Total,Cumulative,50,DC,Confirmed,Installed
Italy,2007,Historical Primary,Total,Cumulative,100.1,DC,Confirmed,Installed
Italy,2008,Historical Primary,Total,Cumulative,496.3,DC,Confirmed,Installed
Italy,2009,Historical Primary,Total,Cumulative,1277.3,DC,Confirmed,Installed
Italy,2010,Historical Primary,Total,Cumulative,3605.3,DC,Confirmed,Installed
Italy,2011,Historical Primary,Total,Cumulative,13144.2,DC,Confirmed,Installed
Italy,2012,Historical Primary,Total,Cumulative,16799.2,DC,Confirmed,Installed
Italy,2013,Historical Primary,Total,Cumulative,18200.7,DC,Confirmed,Installed
Italy,2014,Historical Primary,Total,Cumulative,18609.6,DC,Confirmed,Installed
Italy,2015,Historical Primary,Total,Cumulative,18917.9,DC,Confirmed,Installed
Italy,2016,Historical Primary,Total,Cumulative,19299.9,DC,Confirmed,Installed
Italy,2017,Historical Primary,Total,Cumulative,19699.9,DC,Confirmed,Installed
Italy,2018,Historical Primary,Total,Cumulative,20125.3,DC,Confirmed,Installed
Italy,2019,Historical Primary,Total,Cumulative,20883.3,DC,Confirmed,Installed
Italy,2020,Historical Primary,Total,Cumulative,21668.3,DC,Confirmed,Installed
Italy,2021,Historical Primary,Total,Cumulative,22612.55,DC,Confirmed,Installed
Italy,2022,Historical Primary,Total,Cumulative,25082.55,DC,Confirmed,Installed
Italy,2023,Historical Primary,Total,Cumulative,30337.55,DC,Confirmed,Installed
Italy,2024,Historical Primary,Total,Cumulative,37019.55,DC,Confirmed,Installed
Italy,1992,Historical Primary,Distributed,Cumulative,0.1,DC,Confirmed,Installed
Italy,1993,Historical Primary,Distributed,Cumulative,0.1,DC,Confirmed,Installed
Italy,1994,Historical Primary,Distributed,Cumulative,0.2,DC,Confirmed,Installed
Italy,1995,Historical Primary,Distributed,Cumulative,0.3,DC,Confirmed,Installed
Italy,1996,Historical Primary,Distributed,Cumulative,0.4,DC,Confirmed,Installed
Italy,1997,Historical Primary,Distributed,Cumulative,0.7,DC,Confirmed,Installed
Italy,1998,Historical Primary,Distributed,Cumulative,0.8,DC,Confirmed,Installed
Italy,1999,Historical Primary,Distributed,Cumulative,0.9,DC,Confirmed,Installed
Italy,2000,Historical Primary,Distributed,Cumulative,1.2,DC,Confirmed,Installed
Italy,2001,Historical Primary,Distributed,Cumulative,1.6,DC,Confirmed,Installed
Italy,2002,Historical Primary,Distributed,Cumulative,3.6,DC,Confirmed,Installed
Italy,2003,Historical Primary,Distributed,Cumulative,7.6,DC,Confirmed,Installed
Italy,2004,Historical Primary,Distributed,Cumulative,12,DC,Confirmed,Installed
Italy,2005,Historical Primary,Distributed,Cumulative,18.5,DC,Confirmed,Installed
Italy,2006,Historical Primary,Distributed,Cumulative,30.5,DC,Confirmed,Installed
Italy,2007,Historical Primary,Distributed,Cumulative,68.7,DC,Confirmed,Installed
Italy,2008,Historical Primary,Distributed,Cumulative,309.1,DC,Confirmed,Installed
Italy,2009,Historical Primary,Distributed,Cumulative,682.6,DC,Confirmed,Installed
Italy,2010,Historical Primary,Distributed,Cumulative,1544.6,DC,Confirmed,Installed
Italy,2011,Historical Primary,Distributed,Cumulative,8401.3,DC,Confirmed,Installed
Italy,2012,Historical Primary,Distributed,Cumulative,10110.6,DC,Confirmed,Installed
Italy,2013,Historical Primary,Distributed,Cumulative,11078,DC,Confirmed,Installed
Italy,2014,Historical Primary,Distributed,Cumulative,11304.4,DC,Confirmed,Installed
Italy,2015,Historical Primary,Distributed,Cumulative,11561.5,DC,Confirmed,Installed
Italy,2016,Historical Primary,Distributed,Cumulative,11877.5,DC,Confirmed,Installed
Italy,2017,Historical Primary,Distributed,Cumulative,12173.5,DC,Confirmed,Installed
Italy,2018,Historical Primary,Distributed,Cumulative,12517.1,DC,Confirmed,Installed
Italy,2019,Historical Primary,Distributed,Cumulative,13021.1,DC,Confirmed,Installed
Italy,2020,Historical Primary,Distributed,Cumulative,13656.1,DC,Confirmed,Installed
Italy,2021,Historical Primary,Distributed,Cumulative,14546.32,DC,Confirmed,Installed
Italy,2022,Historical Primary,Distributed,Cumulative,16661.32,DC,Confirmed,Installed
Italy,2023,Historical Primary,Distributed,Cumulative,20992.32,DC,Confirmed,Installed
Italy,2024,Historical Primary,Distributed,Cumulative,25428.32,DC,Confirmed,Installed
Italy,1992,Historical Primary,Centralised,Cumulative,0.7,DC,Confirmed,Installed
Italy,1993,Historical Primary,Centralised,Cumulative,3.5,DC,Confirmed,Installed
Italy,1994,Historical Primary,Centralised,Cumulative,4.6,DC,Confirmed,Installed
Italy,1995,Historical Primary,Centralised,Cumulative,5.9,DC,Confirmed,Installed
Italy,1996,Historical Primary,Centralised,Cumulative,5.9,DC,Confirmed,Installed
Italy,1997,Historical Primary,Centralised,Cumulative,6.2,DC,Confirmed,Installed
Italy,1998,Historical Primary,Centralised,Cumulative,6.6,DC,Confirmed,Installed
Italy,1999,Historical Primary,Centralised,Cumulative,6.7,DC,Confirmed,Installed
Italy,2000,Historical Primary,Centralised,Cumulative,6.7,DC,Confirmed,Installed
Italy,2001,Historical Primary,Centralised,Cumulative,6.7,DC,Confirmed,Installed
Italy,2002,Historical Primary,Centralised,Cumulative,6.7,DC,Confirmed,Installed
Italy,2003,Historical Primary,Centralised,Cumulative,6.7,DC,Confirmed,Installed
Italy,2004,Historical Primary,Centralised,Cumulative,6.7,DC,Confirmed,Installed
Italy,2005,Historical Primary,Centralised,Cumulative,6.7,DC,Confirmed,Installed
Italy,2006,Historical Primary,Centralised,Cumulative,6.7,DC,Confirmed,Installed
Italy,2007,Historical Primary,Centralised,Cumulative,18.3,DC,Confirmed,Installed
Italy,2008,Historical Primary,Centralised,Cumulative,173.9,DC,Confirmed,Installed
Italy,2009,Historical Primary,Centralised,Cumulative,581.4,DC,Confirmed,Installed
Italy,2010,Historical Primary,Centralised,Cumulative,2047.4,DC,Confirmed,Installed
Italy,2011,Historical Primary,Centralised,Cumulative,4729.6,DC,Confirmed,Installed
Italy,2012,Historical Primary,Centralised,Cumulative,6674.3,DC,Confirmed,Installed
Italy,2013,Historical Primary,Centralised,Cumulative,7107.4,DC,Confirmed,Installed
Italy,2014,Historical Primary,Centralised,Cumulative,7289.9,DC,Confirmed,Installed
Italy,2015,Historical Primary,Centralised,Cumulative,7339.1,DC,Confirmed,Installed
Italy,2016,Historical Primary,Centralised,Cumulative,7405.1,DC,Confirmed,Installed
Italy,2017,Historical Primary,Centralised,Cumulative,7509.1,DC,Confirmed,Installed
Italy,2018,Historical Primary,Centralised,Cumulative,7590.9,DC,Confirmed,Installed
Italy,2019,Historical Primary,Centralised,Cumulative,7844.9,DC,Confirmed,Installed
Italy,2020,Historical Primary,Centralised,Cumulative,7994.9,DC,Confirmed,Installed
Italy,2021,Historical Primary,Centralised,Cumulative,8048.93,DC,Confirmed,Installed
Italy,2022,Historical Primary,Centralised,Cumulative,8403.93,DC,Confirmed,Installed
Italy,2023,Historical Primary,Centralised,Cumulative,9327.93,DC,Confirmed,Installed
Italy,2024,Historical Primary,Centralised,Cumulative,11573.93,DC,Confirmed,Installed
Italy,1992,Historical Primary,Off-grid,Cumulative,7.8,DC,Confirmed,Installed
Italy,1993,Historical Primary,Off-grid,Cumulative,8.6,DC,Confirmed,Installed
Italy,1994,Historical Primary,Off-grid,Cumulative,9.4,DC,Confirmed,Installed
Italy,1995,Historical Primary,Off-grid,Cumulative,9.6,DC,Confirmed,Installed
Italy,1996,Historical Primary,Off-grid,Cumulative,9.8,DC,Confirmed,Installed
Italy,1997,Historical Primary,Off-grid,Cumulative,9.9,DC,Confirmed,Installed
Italy,1998,Historical Primary,Off-grid,Cumulative,10.3,DC,Confirmed,Installed
Italy,1999,Historical Primary,Off-grid,Cumulative,10.8,DC,Confirmed,Installed
Italy,2000,Historical Primary,Off-grid,Cumulative,11.1,DC,Confirmed,Installed
Italy,2001,Historical Primary,Off-grid,Cumulative,11.7,DC,Confirmed,Installed
Italy,2002,Historical Primary,Off-grid,Cumulative,11.7,DC,Confirmed,Installed
Italy,2003,Historical Primary,Off-grid,Cumulative,11.7,DC,Confirmed,Installed
Italy,2004,Historical Primary,Off-grid,Cumulative,12,DC,Confirmed,Installed
Italy,2005,Historical Primary,Off-grid,Cumulative,12.3,DC,Confirmed,Installed
Italy,2006,Historical Primary,Off-grid,Cumulative,12.8,DC,Confirmed,Installed
Italy,2007,Historical Primary,Off-grid,Cumulative,13.1,DC,Confirmed,Installed
Italy,2008,Historical Primary,Off-grid,Cumulative,13.3,DC,Confirmed,Installed
Italy,2009,Historical Primary,Off-grid,Cumulative,13.3,DC,Confirmed,Installed
Italy,2010,Historical Primary,Off-grid,Cumulative,13.3,DC,Confirmed,Installed
Italy,2011,Historical Primary,Off-grid,Cumulative,13.3,DC,Confirmed,Installed
Italy,2012,Historical Primary,Off-grid,Cumulative,14.3,DC,Confirmed,Installed
Italy,2013,Historical Primary,Off-grid,Cumulative,15.3,DC,Confirmed,Installed
Italy,2014,Historical Primary,Off-grid,Cumulative,15.3,DC,Confirmed,Installed
Italy,2015,Historical Primary,Off-grid,Cumulative,17.3,DC,Confirmed,Installed
Italy,2016,Historical Primary,Off-grid,Cumulative,17.3,DC,Confirmed,Installed
Italy,2017,Historical Primary,Off-grid,Cumulative,17.3,DC,Confirmed,Installed
Italy,2018,Historical Primary,Off-grid,Cumulative,17.3,DC,Confirmed,Installed
Italy,2019,Historical Primary,Off-grid,Cumulative,17.3,DC,Confirmed,Installed
Italy,2020,Historical Primary,Off-grid,Cumulative,17.3,DC,Confirmed,Installed
Italy,2023,Historical Primary,Off-grid,Cumulative,17.3,DC,Confirmed,Installed
Italy,2024,Historical Primary,Off-grid,Cumulative,17.3,DC,Confirmed,Installed
Italy,2025,Forecast - High,Total,Cumulative,9500,DC,Confirmed,Installed
Italy,2026,Forecast - High,Total,Cumulative,19700,DC,Confirmed,Installed
Italy,2027,Forecast - High,Total,Cumulative,30600,DC,Confirmed,Installed
Italy,2028,Forecast - High,Total,Cumulative,42200,DC,Confirmed,Installed
Italy,2029,Forecast - High,Total,Cumulative,54500,DC,Confirmed,Installed
Italy,2030,Forecast - High,Total,Cumulative,67500,DC,Confirmed,Installed
Italy,2025,Forecast - High,Distributed,Cumulative,6175,DC,Confirmed,Installed
Italy,2026,Forecast - High,Distributed,Cumulative,12805,DC,Confirmed,Installed
Italy,2027,Forecast - High,Distributed,Cumulative,19890,DC,Confirmed,Installed
Italy,2028,Forecast - High,Distributed,Cumulative,27430,DC,Confirmed,Installed
Italy,2029,Forecast - High,Distributed,Cumulative,35425,DC,Confirmed,Installed
Italy,2030,Forecast - High,Distributed,Cumulative,43875,DC,Confirmed,Installed
Italy,2025,Forecast - High,Centralised,Cumulative,3325,DC,Confirmed,Installed
Italy,2026,Forecast - High,Centralised,Cumulative,6895,DC,Confirmed,Installed
Italy,2027,Forecast - High,Centralised,Cumulative,10710,DC,Confirmed,Installed
Italy,2028,Forecast - High,Centralised,Cumulative,14770,DC,Confirmed,Installed
Italy,2029,Forecast - High,Centralised,Cumulative,19075,DC,Confirmed,Installed
Italy,2030,Forecast - High,Centralised,Cumulative,23625,DC,Confirmed,Installed
Italy,2025,Forecast - Low,Total,Cumulative,6000,DC,Confirmed,Installed
Italy,2026,Forecast - Low,Total,Cumulative,12400,DC,Confirmed,Installed
Italy,2027,Forecast - Low,Total,Cumulative,19150,DC,Confirmed,Installed
Italy,2028,Forecast - Low,Total,Cumulative,26250,DC,Confirmed,Installed
Italy,2029,Forecast - Low,Total,Cumulative,33700,DC,Confirmed,Installed
Italy,2030,Forecast - Low,Total,Cumulative,41500,DC,Confirmed,Installed
Italy,2025,Forecast - Low,Distributed,Cumulative,3900,DC,Confirmed,Installed
Italy,2026,Forecast - Low,Distributed,Cumulative,8060,DC,Confirmed,Installed
Italy,2027,Forecast - Low,Distributed,Cumulative,12447.5,DC,Confirmed,Installed
Italy,2028,Forecast - Low,Distributed,Cumulative,17062.5,DC,Confirmed,Installed
Italy,2029,Forecast - Low,Distributed,Cumulative,21905,DC,Confirmed,Installed
Italy,2030,Forecast - Low,Distributed,Cumulative,26975,DC,Confirmed,Installed
Italy,2025,Forecast - Low,Centralised,Cumulative,2100,DC,Confirmed,Installed
Italy,2026,Forecast - Low,Centralised,Cumulative,4340,DC,Confirmed,Installed
Italy,2027,Forecast - Low,Centralised,Cumulative,6702.5,DC,Confirmed,Installed
Italy,2028,Forecast - Low,Centralised,Cumulative,9187.5,DC,Confirmed,Installed
Italy,2029,Forecast - Low,Centralised,Cumulative,11795,DC,Confirmed,Installed
Italy,2030,Forecast - Low,Centralised,Cumulative,14525,DC,Confirmed,Installed
Italy,2025,Forecast - Most probable,Total,Cumulative,7500,DC,Confirmed,Installed
Italy,2026,Forecast - Most probable,Total,Cumulative,15500,DC,Confirmed,Installed
Italy,2027,Forecast - Most probable,Total,Cumulative,24000,DC,Confirmed,Installed
Italy,2028,Forecast - Most probable,Total,Cumulative,33000,DC,Confirmed,Installed
Italy,2029,Forecast - Most probable,Total,Cumulative,42500,DC,Confirmed,Installed
Italy,2030,Forecast - Most probable,Total,Cumulative,52500,DC,Confirmed,Installed
Italy,2025,Forecast - Most probable,Distributed,Cumulative,4875,DC,Confirmed,Installed
Italy,2026,Forecast - Most probable,Distributed,Cumulative,10075,DC,Confirmed,Installed
Italy,2027,Forecast - Most probable,Distributed,Cumulative,15600,DC,Confirmed,Installed
Italy,2028,Forecast - Most probable,Distributed,Cumulative,21450,DC,Confirmed,Installed
Italy,2029,Forecast - Most probable,Distributed,Cumulative,27625,DC,Confirmed,Installed
Italy,2030,Forecast - Most probable,Distributed,Cumulative,34125,DC,Confirmed,Installed
Italy,2025,Forecast - Most probable,Centralised,Cumulative,2625,DC,Confirmed,Installed
Italy,2026,Forecast - Most probable,Centralised,Cumulative,5425,DC,Confirmed,Installed
Italy,2027,Forecast - Most probable,Centralised,Cumulative,8400,DC,Confirmed,Installed
Italy,2028,Forecast - Most probable,Centralised,Cumulative,11550,DC,Confirmed,Installed
Italy,2029,Forecast - Most probable,Centralised,Cumulative,14875,DC,Confirmed,Installed
Italy,2030,Forecast - Most probable,Centralised,Cumulative,18375,DC,Confirmed,Installed
Japan,1992,Historical Primary,Total,Cumulative,19,DC,Confirmed,Installed
Japan,1993,Historical Primary,Total,Cumulative,24.27,DC,Confirmed,Installed
Japan,1994,Historical Primary,Total,Cumulative,31.24,DC,Confirmed,Installed
Japan,1995,Historical Primary,Total,Cumulative,43.38,DC,Confirmed,Installed
Japan,1996,Historical Primary,Total,Cumulative,59.64,DC,Confirmed,Installed
Japan,1997,Historical Primary,Total,Cumulative,91.3,DC,Confirmed,Installed
Japan,1998,Historical Primary,Total,Cumulative,133.4,DC,Confirmed,Installed
Japan,1999,Historical Primary,Total,Cumulative,208.6,DC,Confirmed,Installed
Japan,2000,Historical Primary,Total,Cumulative,330.22,DC,Confirmed,Installed
Japan,2001,Historical Primary,Total,Cumulative,452.813,DC,Confirmed,Installed
Japan,2002,Historical Primary,Total,Cumulative,636.842,DC,Confirmed,Installed
Japan,2003,Historical Primary,Total,Cumulative,859.623,DC,Confirmed,Installed
Japan,2004,Historical Primary,Total,Cumulative,1131.991,DC,Confirmed,Installed
Japan,2005,Historical Primary,Total,Cumulative,1421.908,DC,Confirmed,Installed
Japan,2006,Historical Primary,Total,Cumulative,1708.499,DC,Confirmed,Installed
Japan,2007,Historical Primary,Total,Cumulative,1918.894,DC,Confirmed,Installed
Japan,2008,Historical Primary,Total,Cumulative,2144.189,DC,Confirmed,Installed
Japan,2009,Historical Primary,Total,Cumulative,2627.189,DC,Confirmed,Installed
Japan,2010,Historical Primary,Total,Cumulative,3618.189,DC,Confirmed,Installed
Japan,2011,Historical Primary,Total,Cumulative,4913.993,DC,Confirmed,Installed
Japan,2012,Historical Primary,Total,Cumulative,6631.714,DC,Confirmed,Installed
Japan,2013,Historical Primary,Total,Cumulative,13599.214,DC,Confirmed,Installed
Japan,2014,Historical Primary,Total,Cumulative,23339.127,DC,Confirmed,Installed
Japan,2015,Historical Primary,Total,Cumulative,34150.503,DC,Confirmed,Installed
Japan,2016,Historical Primary,Total,Cumulative,42040.503,DC,Confirmed,Installed
Japan,2017,Historical Primary,Total,Cumulative,49500.503,DC,Confirmed,Installed
Japan,2018,Historical Primary,Total,Cumulative,56162.503,DC,Confirmed,Installed
Japan,2019,Historical Primary,Total,Cumulative,63192.503,DC,Confirmed,Installed
Japan,2020,Historical Primary,Total,Cumulative,71868.303,DC,Confirmed,Installed
Japan,2021,Historical Primary,Total,Cumulative,78413.503,DC,Confirmed,Installed
Japan,2022,Historical Primary,Total,Cumulative,85066.903,DC,Confirmed,Installed
Japan,2023,Historical Primary,Total,Cumulative,91416.903,DC,Confirmed,Installed
Japan,2024,Historical Primary,Total,Cumulative,97037.353,DC,Confirmed,Installed
Japan,1992,Historical Primary,Distributed,Cumulative,1.22,DC,Confirmed,Installed
Japan,1993,Historical Primary,Distributed,Cumulative,2.3,DC,Confirmed,Installed
Japan,1994,Historical Primary,Distributed,Cumulative,5.13,DC,Confirmed,Installed
Japan,1995,Historical Primary,Distributed,Cumulative,10.82,DC,Confirmed,Installed
Japan,1996,Historical Primary,Distributed,Cumulative,20.5,DC,Confirmed,Installed
Japan,1997,Historical Primary,Distributed,Cumulative,43.1,DC,Confirmed,Installed
Japan,1998,Historical Primary,Distributed,Cumulative,77.75,DC,Confirmed,Installed
Japan,1999,Historical Primary,Distributed,Cumulative,149,DC,Confirmed,Installed
Japan,2000,Historical Primary,Distributed,Cumulative,263.77,DC,Confirmed,Installed
Japan,2001,Historical Primary,Distributed,Cumulative,383.086,DC,Confirmed,Installed
Japan,2002,Historical Primary,Distributed,Cumulative,561.295,DC,Confirmed,Installed
Japan,2003,Historical Primary,Distributed,Cumulative,777.83,DC,Confirmed,Installed
Japan,2004,Historical Primary,Distributed,Cumulative,1044.846,DC,Confirmed,Installed
Japan,2005,Historical Primary,Distributed,Cumulative,1331.951,DC,Confirmed,Installed
Japan,2006,Historical Primary,Distributed,Cumulative,1617.011,DC,Confirmed,Installed
Japan,2007,Historical Primary,Distributed,Cumulative,1823.244,DC,Confirmed,Installed
Japan,2008,Historical Primary,Distributed,Cumulative,2044.08,DC,Confirmed,Installed
Japan,2009,Historical Primary,Distributed,Cumulative,2521.64,DC,Confirmed,Installed
Japan,2010,Historical Primary,Distributed,Cumulative,3495.64,DC,Confirmed,Installed
Japan,2011,Historical Primary,Distributed,Cumulative,4741.087,DC,Confirmed,Installed
Japan,2012,Historical Primary,Distributed,Cumulative,6452.73,DC,Confirmed,Installed
Japan,2013,Historical Primary,Distributed,Cumulative,11635.142,DC,Confirmed,Installed
Japan,2014,Historical Primary,Distributed,Cumulative,18223.677,DC,Confirmed,Installed
Japan,2015,Historical Primary,Distributed,Cumulative,24623.677,DC,Confirmed,Installed
Japan,2016,Historical Primary,Distributed,Cumulative,29242.677,DC,Confirmed,Installed
Japan,2017,Historical Primary,Distributed,Cumulative,33192.677,DC,Confirmed,Installed
Japan,2018,Historical Primary,Distributed,Cumulative,36592.677,DC,Confirmed,Installed
Japan,2019,Historical Primary,Distributed,Cumulative,40744.577,DC,Confirmed,Installed
Japan,2020,Historical Primary,Distributed,Cumulative,44562.577,DC,Confirmed,Installed
Japan,2021,Historical Primary,Distributed,Cumulative,48113.577,DC,Confirmed,Installed
Japan,2022,Historical Primary,Distributed,Cumulative,51008.577,DC,Confirmed,Installed
Japan,2023,Historical Primary,Distributed,Cumulative,54384.577,DC,Confirmed,Installed
Japan,2024,Historical Primary,Distributed,Cumulative,57707.577,DC,Confirmed,Installed
Japan,1992,Historical Primary,Centralised,Cumulative,2.37,DC,Confirmed,Installed
Japan,1993,Historical Primary,Centralised,Cumulative,2.6,DC,Confirmed,Installed
Japan,1994,Historical Primary,Centralised,Cumulative,2.6,DC,Confirmed,Installed
Japan,1995,Historical Primary,Centralised,Cumulative,2.9,DC,Confirmed,Installed
Japan,1996,Historical Primary,Centralised,Cumulative,2.9,DC,Confirmed,Installed
Japan,1997,Historical Primary,Centralised,Cumulative,2.9,DC,Confirmed,Installed
Japan,1998,Historical Primary,Centralised,Cumulative,2.9,DC,Confirmed,Installed
Japan,1999,Historical Primary,Centralised,Cumulative,2.9,DC,Confirmed,Installed
Japan,2000,Historical Primary,Centralised,Cumulative,2.9,DC,Confirmed,Installed
Japan,2001,Historical Primary,Centralised,Cumulative,2.9,DC,Confirmed,Installed
Japan,2002,Historical Primary,Centralised,Cumulative,2.9,DC,Confirmed,Installed
Japan,2003,Historical Primary,Centralised,Cumulative,2.9,DC,Confirmed,Installed
Japan,2004,Historical Primary,Centralised,Cumulative,2.9,DC,Confirmed,Installed
Japan,2005,Historical Primary,Centralised,Cumulative,2.9,DC,Confirmed,Installed
Japan,2006,Historical Primary,Centralised,Cumulative,2.9,DC,Confirmed,Installed
Japan,2007,Historical Primary,Centralised,Cumulative,5.5,DC,Confirmed,Installed
Japan,2008,Historical Primary,Centralised,Cumulative,9.3,DC,Confirmed,Installed
Japan,2009,Historical Primary,Centralised,Cumulative,10.74,DC,Confirmed,Installed
Japan,2010,Historical Primary,Centralised,Cumulative,23.74,DC,Confirmed,Installed
Japan,2011,Historical Primary,Centralised,Cumulative,69.617,DC,Confirmed,Installed
Japan,2012,Historical Primary,Centralised,Cumulative,69.617,DC,Confirmed,Installed
Japan,2013,Historical Primary,Centralised,Cumulative,1840.617,DC,Confirmed,Installed
Japan,2014,Historical Primary,Centralised,Cumulative,4990.617,DC,Confirmed,Installed
Japan,2015,Historical Primary,Centralised,Cumulative,9399.617,DC,Confirmed,Installed
Japan,2016,Historical Primary,Centralised,Cumulative,12636.617,DC,Confirmed,Installed
Japan,2017,Historical Primary,Centralised,Cumulative,16136.617,DC,Confirmed,Installed
Japan,2018,Historical Primary,Centralised,Cumulative,19396.617,DC,Confirmed,Installed
Japan,2019,Historical Primary,Centralised,Cumulative,22272.717,DC,Confirmed,Installed
Japan,2020,Historical Primary,Centralised,Cumulative,27129.717,DC,Confirmed,Installed
Japan,2021,Historical Primary,Centralised,Cumulative,30121.717,DC,Confirmed,Installed
Japan,2022,Historical Primary,Centralised,Cumulative,33877.717,DC,Confirmed,Installed
Japan,2023,Historical Primary,Centralised,Cumulative,36849.717,DC,Confirmed,Installed
Japan,2024,Historical Primary,Centralised,Cumulative,39146.717,DC,Confirmed,Installed
Japan,1992,Historical Primary,Off-grid,Cumulative,15.41,DC,Confirmed,Installed
Japan,1993,Historical Primary,Off-grid,Cumulative,19.37,DC,Confirmed,Installed
Japan,1994,Historical Primary,Off-grid,Cumulative,23.51,DC,Confirmed,Installed
Japan,1995,Historical Primary,Off-grid,Cumulative,29.66,DC,Confirmed,Installed
Japan,1996,Historical Primary,Off-grid,Cumulative,36.24,DC,Confirmed,Installed
Japan,1997,Historical Primary,Off-grid,Cumulative,45.3,DC,Confirmed,Installed
Japan,1998,Historical Primary,Off-grid,Cumulative,52.75,DC,Confirmed,Installed
Japan,1999,Historical Primary,Off-grid,Cumulative,56.7,DC,Confirmed,Installed
Japan,2000,Historical Primary,Off-grid,Cumulative,63.55,DC,Confirmed,Installed
Japan,2001,Historical Primary,Off-grid,Cumulative,66.827,DC,Confirmed,Installed
Japan,2002,Historical Primary,Off-grid,Cumulative,72.647,DC,Confirmed,Installed
Japan,2003,Historical Primary,Off-grid,Cumulative,78.893,DC,Confirmed,Installed
Japan,2004,Historical Primary,Off-grid,Cumulative,84.245,DC,Confirmed,Installed
Japan,2005,Historical Primary,Off-grid,Cumulative,87.057,DC,Confirmed,Installed
Japan,2006,Historical Primary,Off-grid,Cumulative,88.588,DC,Confirmed,Installed
Japan,2007,Historical Primary,Off-grid,Cumulative,90.15,DC,Confirmed,Installed
Japan,2008,Historical Primary,Off-grid,Cumulative,90.809,DC,Confirmed,Installed
Japan,2009,Historical Primary,Off-grid,Cumulative,94.809,DC,Confirmed,Installed
Japan,2010,Historical Primary,Off-grid,Cumulative,98.809,DC,Confirmed,Installed
Japan,2011,Historical Primary,Off-grid,Cumulative,103.289,DC,Confirmed,Installed
Japan,2012,Historical Primary,Off-grid,Cumulative,109.367,DC,Confirmed,Installed
